EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
932136,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,503,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",1
932137,TUCSON METRO AREA (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,504,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",2
932139,SOUTHEAST PINAL COUNTY (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,506,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",3
932135,TOHONO O ODHAM NATION (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,502,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",4
932138,SOUTH CENTRAL PINAL COUNTY (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,505,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",5
932140,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,507,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",6
932142,UPPER GILA RIVER AND ARAVAIPA VALLEYS (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,509,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",7
932143,WHITE MOUNTAINS OF GRAHAM AND GREENLEE COUNTIES (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,510,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",8
932141,EASTERN COCHISE COUNTY BELOW 5000 FEET (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,508,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",9
932146,DRAGOON/MULE/HUACHUCA AND SANTA RITA MOUNTAINS (ZONE), ,01/01/2021,0,Drought, , ,0,0,0,0,AZ,MST-7, ,154723,Z,513,TWC,0,0,Drought Monitor, , , , , , , , ,01/31/2021,2359, , , , ,"The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.","The exceptional (D4) and extreme (D3) drought categories continued across a large part of southeast Arizona during January, with the exception of western Pima County. Precipitation totals for the month totaled 0.5 to 1.5 inches, with higher amounts in the form of snow on the highest mountains. These totals were 25 to 125 percent of normal, but even where substantial precipitation occurred, were not enough to improve the drought status. Soil moisture readings improved slightly, but were still below the 5th percentile ranking across Santa Cruz and eastern sections of Pima and Pinal counties and below the 10th percentile ranking elsewhere. Levels at San Carlos Reservoir remained around 2 percent of storage capacity.",10
